stddev_2_a,min_2_a,min_q_2_a,min_q_7_a,min_q_12_a,min_q_17_a,covmat_104_a,logm_9_a,entropy0_a,entropy3_a,stddev_2_b,min_2_b,min_q_2_b,min_q_7_b,min_q_12_b,min_q_17_b,covmat_104_b,logm_9_b,entropy0_b,entropy3_b,label
233.0,-630.0,-623.0,-630.0,-559.0,-527.0,71900.0,9.93,0.0,0.0,238.0,-534.0,-487.0,-495.0,-534.0,-433.0,50100.0,9.34,0.0,0.0,NEGATIVE
8.28,11.2,11.2,13.2,17.1,17.7,853.0,6.52,4.96,4.98,7.47,16.7,17.3,17.8,23.7,16.7,1270.0,5.66,4.97,4.99,NEUTRAL
15.1,-28.3,-8.81,-7.34,-28.3,-20.6,411.0,5.45,0.0,0.0,13.1,-27.9,-27.9,-21.0,-16.4,-7.64,550.0,5.39,0.0,0.0,POSITIVE
11.6,-10.8,8.88,13.9,18.5,-10.8,841.0,5.05,4.98,4.99,11.8,-10.6,18.6,-10.6,13.5,10.6,565.0,6.21,4.98,4.99,NEUTRAL
11.4,-19.3,-19.2,-16.7,-19.3,-0.739,454.0,1.85,0.0,0.0,11.7,-19.3,-19.3,-0.517,-13.3,-13.0,505.0,5.63,0.0,0.0,POSITIVE
169.0,-631.0,-563.0,-631.0,-540.0,-559.0,65700.0,10.0,0.0,0.0,170.0,-665.0,-544.0,-564.0,-665.0,-573.0,69300.0,9.72,0.0,0.0,NEGATIVE
10.5,1.97,2.25,15.1,11.4,1.97,513.0,5.32,4.99,4.99,12.0,-2.21,5.77,1.67,-2.13,-2.21,537.0,6.88,4.99,4.99,NEUTRAL
7.37,13.9,15.7,18.7,14.2,13.9,569.0,4.95,4.98,4.99,9.04,2.79,14.4,14.2,2.79,6.32,554.0,-0.576,4.96,4.99,NEUTRAL
12.9,1.75,1.75,3.35,11.2,4.91,528.0,7.13,0.0,0.0,14.4,-12.3,11.0,4.6,-12.3,3.94,3090.0,6.65,0.0,0.0,NEUTRAL
12.1,0.549,0.549,9.88,8.76,5.41,877.0,4.93,4.97,4.98,12.3,-0.768,8.27,10.4,-0.768,7.79,741.0,5.38,4.97,4.99,NEUTRAL
34.2,-85.3,-85.3,-61.5,-45.0,-25.8,443.0,3.8,0.0,0.0,26.8,-46.7,-46.7,-28.6,-27.1,-21.1,381.0,6.29,0.0,4.93,POSITIVE
16.7,-45.8,1.93,0.0822,-16.8,-45.8,1130.0,4.63,0.0,0.0,27.4,-94.4,-17.3,-45.2,-94.4,-32.3,1030.0,6.64,0.0,0.0,POSITIVE
249.0,-688.0,-644.0,-592.0,-688.0,-618.0,79600.0,10.1,0.0,0.0,246.0,-694.0,-694.0,-610.0,-557.0,-605.0,72800.0,9.96,0.0,0.0,NEGATIVE
355.0,-856.0,-856.0,-837.0,-777.0,-856.0,132000.0,10.8,0.0,0.0,350.0,-860.0,-785.0,-860.0,-764.0,-739.0,124000.0,10.6,0.0,0.0,NEGATIVE
121.0,-458.0,-452.0,-455.0,-416.0,-458.0,37400.0,9.51,0.0,0.0,124.0,-543.0,-420.0,-462.0,-543.0,-472.0,45100.0,9.26,0.0,0.0,NEGATIVE
226.0,-794.0,-633.0,-727.0,-794.0,-714.0,103000.0,10.6,0.0,0.0,224.0,-788.0,-788.0,-710.0,-672.0,-604.0,104000.0,10.2,0.0,0.0,NEGATIVE
145.0,-512.0,-512.0,-360.0,-379.0,-419.0,36100.0,9.01,0.0,0.0,146.0,-432.0,-385.0,-412.0,-432.0,-416.0,33400.0,9.34,0.0,0.0,POSITIVE
116.0,-677.0,-677.0,-621.0,-633.0,-650.0,80500.0,10.1,0.0,0.0,121.0,-657.0,-629.0,-657.0,-595.0,-615.0,77200.0,10.2,0.0,0.0,NEGATIVE
10.1,7.18,9.83,7.68,7.18,17.0,399.0,5.85,4.97,4.98,9.67,7.63,7.63,16.9,12.9,8.21,510.0,5.17,4.98,4.98,NEUTRAL
12.9,-3.02,-0.634,15.1,-3.02,9.15,454.0,5.9,4.97,4.98,13.2,-10.1,-3.63,8.93,-10.1,-0.801,642.0,6.14,4.97,4.98,NEUTRAL
21.6,-38.4,-25.0,-24.0,-38.4,-27.1,4760.0,3.96,0.0,0.0,19.5,-37.9,-37.9,-26.2,-28.2,-26.7,283.0,6.19,0.0,0.0,POSITIVE
233.0,-981.0,-875.0,-900.0,-981.0,-941.0,161000.0,11.1,0.0,0.0,231.0,-983.0,-983.0,-928.0,-931.0,-949.0,173000.0,11.0,0.0,0.0,NEGATIVE
14.3,-6.57,-0.563,6.4,9.28,-6.57,1210.0,5.24,4.97,4.97,14.1,-1.74,7.0,-1.74,-0.5,1.91,227.0,5.26,4.95,4.96,NEUTRAL
244.0,-853.0,-847.0,-831.0,-735.0,-853.0,126000.0,10.9,0.0,0.0,222.0,-852.0,-732.0,-852.0,-770.0,-731.0,120000.0,10.6,0.0,0.0,NEGATIVE
8.99,3.25,3.25,6.29,17.4,7.87,659.0,3.01,4.96,4.98,8.07,7.39,15.6,7.39,15.1,10.3,508.0,5.89,4.96,4.98,NEUTRAL
15.8,-15.5,18.8,-15.5,2.54,14.5,642.0,5.93,0.0,0.0,12.3,2.58,2.58,14.6,12.9,10.1,775.0,6.55,0.0,0.0,NEUTRAL
199.0,-679.0,-652.0,-679.0,-650.0,-679.0,82800.0,10.4,0.0,0.0,201.0,-682.0,-643.0,-661.0,-682.0,-668.0,81400.0,10.4,0.0,0.0,NEGATIVE
228.0,-1050.0,-1040.0,-1050.0,-1040.0,-1040.0,202000.0,11.1,0.0,0.0,240.0,-1040.0,-1040.0,-1040.0,-1040.0,-1040.0,201000.0,11.1,0.0,0.0,NEGATIVE
11.0,1.07,1.07,11.6,9.31,10.7,419.0,5.57,4.98,4.99,11.1,10.1,10.1,11.4,17.5,10.9,713.0,5.03,4.99,4.99,NEUTRAL
12.6,-12.4,-12.4,3.9,5.05,5.04,2290.0,7.95,0.0,0.0,8.73,4.59,5.54,4.59,11.6,6.19,724.0,2.87,4.97,4.97,NEUTRAL
218.0,-938.0,-896.0,-938.0,-932.0,-879.0,162000.0,10.8,0.0,0.0,214.0,-938.0,-938.0,-884.0,-873.0,-910.0,155000.0,10.9,0.0,0.0,NEGATIVE
150.0,-512.0,-442.0,-496.0,-412.0,-512.0,40600.0,9.89,0.0,0.0,141.0,-514.0,-411.0,-514.0,-446.0,-458.0,42000.0,9.74,0.0,0.0,NEGATIVE
207.0,-776.0,-657.0,-776.0,-675.0,-689.0,98200.0,10.5,0.0,0.0,212.0,-748.0,-684.0,-693.0,-748.0,-735.0,98800.0,10.5,0.0,0.0,NEGATIVE
10.8,1.72,12.2,1.72,8.07,2.68,525.0,2.19,4.96,4.94,10.7,2.82,7.49,2.82,8.15,10.7,380.0,5.72,4.98,4.97,NEUTRAL
211.0,-658.0,-462.0,-515.0,-658.0,-545.0,60600.0,9.89,0.0,4.91,211.0,-659.0,-659.0,-546.0,-552.0,-562.0,70300.0,9.93,0.0,4.71,POSITIVE
12.5,-11.5,-11.5,16.3,23.1,18.7,757.0,3.99,0.0,0.0,9.86,13.0,22.6,18.5,18.1,13.0,744.0,4.84,0.0,0.0,NEUTRAL
11.6,-6.58,2.9,2.32,-3.77,-6.58,632.0,3.24,0.0,0.0,11.5,-6.05,-3.13,-6.05,1.72,0.551,433.0,3.26,0.0,0.0,POSITIVE
19.1,-28.5,-28.5,-27.5,-26.9,-15.1,275.0,5.81,0.0,0.0,16.8,-26.0,-26.0,-15.4,-24.1,-18.5,314.0,4.46,0.0,0.0,POSITIVE
12.8,-7.94,-7.94,-0.787,-0.727,-6.07,574.0,6.74,0.0,0.0,13.6,-5.93,-1.14,-5.93,-1.49,8.94,1150.0,5.04,0.0,0.0,POSITIVE
242.0,-841.0,-805.0,-805.0,-841.0,-761.0,130000.0,10.4,0.0,0.0,245.0,-851.0,-851.0,-757.0,-790.0,-772.0,124000.0,10.7,0.0,0.0,NEGATIVE
169.0,-613.0,-558.0,-580.0,-600.0,-613.0,65800.0,10.1,0.0,0.0,187.0,-626.0,-599.0,-608.0,-626.0,-613.0,73000.0,10.1,0.0,0.0,NEGATIVE
10.2,-0.966,13.5,13.7,10.9,-0.966,835.0,5.42,4.97,4.96,10.3,-0.705,11.1,-0.705,16.3,12.0,679.0,6.32,4.98,4.98,NEUTRAL
184.0,-852.0,-717.0,-852.0,-816.0,-835.0,125000.0,10.9,0.0,0.0,178.0,-832.0,-819.0,-832.0,-750.0,-794.0,126000.0,10.7,0.0,0.0,NEGATIVE
33.0,-34.9,-34.9,-14.7,-5.22,-19.5,306.0,4.93,0.0,0.0,31.2,-19.3,-5.14,-19.1,-19.3,-4.28,681.0,5.79,0.0,0.0,POSITIVE
14.8,0.798,9.02,8.17,0.798,7.15,837.0,5.86,4.98,4.98,13.8,0.699,0.699,7.21,6.68,4.11,598.0,5.11,4.99,4.98,NEUTRAL
22.2,-14.3,10.1,13.5,-14.3,-10.9,3330.0,1.63,0.0,0.0,25.4,-16.6,0.131,-14.2,0.282,-16.6,1990.0,7.93,0.0,0.0,NEUTRAL
10.8,5.97,5.97,8.39,13.1,9.18,470.0,5.44,4.99,4.99,11.5,0.967,13.1,9.02,0.967,13.8,419.0,5.56,4.99,4.98,NEUTRAL
16.0,-2.82,-2.82,-2.02,11.1,8.86,583.0,5.49,0.0,0.0,14.8,0.798,9.02,8.17,0.798,7.15,837.0,5.86,4.98,4.98,NEUTRAL
8.3,11.4,14.4,14.3,19.8,11.4,797.0,5.58,4.97,4.98,8.84,11.3,20.1,11.3,16.4,13.7,307.0,4.44,0.0,0.0,NEUTRAL
13.8,0.87,9.71,0.87,4.44,5.46,215.0,5.37,0.0,4.89,12.0,4.12,4.12,5.97,5.17,10.8,379.0,4.72,0.0,4.92,NEUTRAL
8.71,11.2,12.5,16.4,11.2,15.1,717.0,5.48,4.98,4.99,22.2,-14.3,10.1,13.5,-14.3,-10.9,3330.0,1.63,0.0,0.0,NEUTRAL
11.5,0.295,1.96,0.295,3.95,3.86,595.0,4.1,4.96,4.97,10.7,1.17,3.87,3.89,13.6,1.17,672.0,5.84,4.97,4.98,NEUTRAL
75.0,-36.8,6.81,19.0,-36.8,17.8,5770.0,5.12,0.0,0.0,97.6,-37.3,-37.3,13.8,1.86,-8.36,6460.0,-2.06,0.0,0.0,NEUTRAL
10.9,8.55,17.0,8.55,18.0,21.4,695.0,4.9,0.0,0.0,15.4,-23.0,18.6,21.0,-23.0,6.79,659.0,3.7,0.0,0.0,NEUTRAL
21.2,-3.03,3.79,2.02,30.8,-3.03,927.0,5.03,0.0,0.0,40.2,-16.1,31.1,-3.73,-16.1,34.8,430.0,6.09,0.0,0.0,POSITIVE
146.0,-679.0,-617.0,-645.0,-679.0,-602.0,81500.0,10.0,0.0,0.0,142.0,-709.0,-674.0,-599.0,-709.0,-624.0,86000.0,10.1,0.0,0.0,NEGATIVE
11.8,-11.7,-11.7,0.302,3.6,-5.85,470.0,5.79,0.0,0.0,11.0,-8.7,3.66,-5.78,2.76,-8.7,568.0,5.4,0.0,0.0,POSITIVE
224.0,-788.0,-788.0,-710.0,-672.0,-604.0,104000.0,10.2,0.0,0.0,215.0,-724.0,-680.0,-608.0,-701.0,-724.0,87500.0,10.6,0.0,0.0,NEGATIVE
145.0,-1040.0,-1030.0,-1040.0,-1040.0,-1040.0,201000.0,11.2,0.0,0.0,142.0,-1060.0,-1040.0,-1040.0,-1040.0,-1060.0,199000.0,11.1,0.0,0.0,NEGATIVE
35.4,-18.5,24.3,17.9,-1.74,-18.5,753.0,0.461,0.0,0.0,198.0,-662.0,-1.97,-18.2,-662.0,-158.0,36100.0,5.63,0.0,4.77,POSITIVE
187.0,-550.0,-521.0,-550.0,-513.0,-382.0,55300.0,9.33,0.0,0.0,194.0,-567.0,-515.0,-380.0,-567.0,-546.0,49000.0,9.74,0.0,0.0,NEGATIVE
26.1,-2.1,9.36,23.5,5.09,-2.1,691.0,5.32,0.0,0.0,27.8,-3.49,5.28,-2.13,6.15,-3.49,775.0,4.06,0.0,0.0,NEUTRAL
9.3,0.801,0.801,8.55,1.7,3.99,500.0,-0.126,0.0,0.0,9.41,2.11,2.11,4.81,8.73,12.9,380.0,2.93,0.0,0.0,POSITIVE
164.0,-511.0,-409.0,-460.0,-511.0,-337.0,43800.0,8.9,0.0,0.0,178.0,-516.0,-516.0,-328.0,-409.0,-407.0,36400.0,9.17,0.0,0.0,POSITIVE
262.0,-697.0,-613.0,-534.0,-697.0,-553.0,77000.0,9.35,0.0,4.96,262.0,-724.0,-695.0,-555.0,-724.0,-662.0,89400.0,10.1,0.0,4.96,POSITIVE
146.0,-432.0,-385.0,-412.0,-432.0,-416.0,33400.0,9.34,0.0,0.0,144.0,-439.0,-439.0,-434.0,-381.0,-357.0,35200.0,8.75,0.0,0.0,POSITIVE
170.0,-665.0,-544.0,-564.0,-665.0,-573.0,69300.0,9.72,0.0,0.0,180.0,-709.0,-663.0,-580.0,-583.0,-709.0,73500.0,10.5,0.0,0.0,NEGATIVE
10.2,4.81,9.48,4.81,8.35,11.9,524.0,6.1,4.98,4.99,9.14,4.97,7.83,11.6,16.3,4.97,766.0,6.57,4.97,4.99,NEUTRAL
9.21,6.81,8.11,10.1,6.81,8.09,612.0,4.18,0.0,0.0,8.25,7.37,7.37,8.1,15.9,14.9,437.0,5.47,0.0,0.0,POSITIVE
247.0,-621.0,-601.0,-580.0,-589.0,-621.0,66300.0,10.2,0.0,0.0,257.0,-664.0,-537.0,-619.0,-631.0,-664.0,68700.0,10.3,0.0,0.0,NEGATIVE
53.3,-69.6,-47.3,-57.6,-69.6,-27.1,938.0,3.63,0.0,0.0,50.8,-69.1,-69.1,-26.7,-20.6,-56.0,478.0,4.57,0.0,0.0,POSITIVE
13.0,-18.6,2.05,-18.6,-7.3,-4.28,572.0,4.77,0.0,0.0,15.2,-33.5,-7.68,-4.52,-10.7,-33.5,701.0,3.66,0.0,0.0,POSITIVE
11.8,-2.47,18.1,18.3,-2.47,-0.4,6890.0,6.89,0.0,0.0,10.8,-2.51,-2.51,0.65,8.1,13.6,3140.0,8.4,0.0,0.0,NEUTRAL
12.7,-10.4,-6.01,-10.4,9.56,3.98,587.0,5.98,0.0,0.0,8.96,4.27,9.7,4.27,5.87,7.64,629.0,6.47,0.0,0.0,POSITIVE
267.0,-657.0,-602.0,-657.0,-611.0,-417.0,75300.0,4.87,0.0,0.0,273.0,-699.0,-699.0,-603.0,-601.0,-574.0,79300.0,9.58,0.0,0.0,NEGATIVE
12.1,-23.5,-6.99,-21.9,-7.55,-23.5,1130.0,-3.78,0.0,0.0,10.8,-22.8,-7.93,-22.8,-19.2,-8.23,551.0,4.12,0.0,0.0,POSITIVE
215.0,-947.0,-655.0,-947.0,-675.0,-717.0,121000.0,10.8,0.0,0.0,215.0,-757.0,-678.0,-715.0,-757.0,-743.0,102000.0,10.7,0.0,0.0,POSITIVE
276.0,-876.0,-818.0,-876.0,-824.0,-744.0,145000.0,10.6,0.0,0.0,265.0,-873.0,-824.0,-743.0,-873.0,-595.0,135000.0,10.1,0.0,0.0,POSITIVE
121.0,-657.0,-629.0,-657.0,-595.0,-615.0,77200.0,10.2,0.0,0.0,130.0,-681.0,-594.0,-615.0,-655.0,-681.0,74300.0,10.2,0.0,0.0,NEGATIVE
12.7,-2.25,-2.25,8.51,9.36,9.6,520.0,6.1,4.93,0.0,13.0,-4.21,9.11,9.74,-4.21,3.61,1010.0,4.85,4.94,4.94,NEUTRAL
11.5,-7.07,-7.07,10.8,5.38,5.44,643.0,5.52,4.99,4.99,11.0,0.00497,4.91,5.6,0.00497,9.52,861.0,6.14,4.99,4.99,NEUTRAL
252.0,-1040.0,-1040.0,-1030.0,-985.0,-996.0,194000.0,10.9,0.0,0.0,255.0,-1010.0,-984.0,-994.0,-955.0,-1010.0,181000.0,11.1,0.0,0.0,NEGATIVE
8.51,2.42,16.9,13.2,13.0,2.42,1860.0,5.43,4.95,4.96,8.91,2.71,13.6,2.71,10.2,13.9,450.0,5.26,4.96,4.96,NEUTRAL
11.0,1.23,1.23,12.1,6.32,4.29,850.0,5.75,4.98,4.99,10.2,4.36,4.55,4.36,6.04,4.46,517.0,4.72,0.0,4.98,NEUTRAL
12.2,0.515,13.0,6.65,0.515,3.44,360.0,4.54,4.98,4.98,13.6,-1.1,0.619,3.21,-1.1,-0.63,318.0,5.52,4.97,4.95,NEUTRAL
237.0,-554.0,-536.0,-554.0,-541.0,-549.0,57000.0,9.84,0.0,0.0,240.0,-545.0,-532.0,-545.0,-501.0,-519.0,53900.0,9.68,0.0,0.0,NEGATIVE
18.9,-27.4,-6.05,-27.4,-20.5,-20.4,971.0,5.64,4.95,4.91,13.5,-20.5,-19.9,-20.5,-17.1,-2.18,834.0,4.34,0.0,0.0,NEUTRAL
19.9,-16.0,-9.81,-16.0,-4.29,-9.74,452.0,5.6,0.0,0.0,20.0,-9.46,-4.82,-9.46,-4.06,-3.02,528.0,7.31,0.0,0.0,POSITIVE
8.49,-6.59,-1.64,-3.65,1.54,-6.59,590.0,6.2,0.0,0.0,10.4,-6.73,1.8,-6.73,-4.51,2.31,571.0,5.29,0.0,0.0,POSITIVE
194.0,-818.0,-754.0,-809.0,-818.0,-698.0,118000.0,10.3,0.0,0.0,197.0,-809.0,-753.0,-704.0,-809.0,-787.0,104000.0,10.2,0.0,0.0,NEGATIVE
293.0,-679.0,-679.0,-545.0,-541.0,-541.0,67700.0,9.33,0.0,0.0,279.0,-565.0,-523.0,-535.0,-565.0,-499.0,55600.0,9.37,0.0,0.0,NEGATIVE
9.14,4.97,7.83,11.6,16.3,4.97,766.0,6.57,4.97,4.99,8.6,4.66,16.7,4.66,8.26,12.7,788.0,4.54,4.96,4.99,NEUTRAL
20.0,-9.46,-4.82,-9.46,-4.06,-3.02,528.0,7.31,0.0,0.0,27.7,-34.6,-4.72,-2.23,3.2,-34.6,5560.0,6.71,0.0,0.0,POSITIVE
83.0,-252.0,-52.8,-118.0,-252.0,-45.1,6270.0,4.3,0.0,0.0,78.7,-253.0,-253.0,-45.0,-1.68,1.69,5540.0,5.98,0.0,0.0,POSITIVE
9.38,-1.63,-1.44,1.68,7.78,-1.63,595.0,5.33,0.0,0.0,9.7,-3.21,7.71,-0.892,9.9,-3.21,679.0,5.05,0.0,0.0,POSITIVE
10.3,6.8,8.22,10.0,11.2,6.8,746.0,5.99,4.98,5.0,10.5,1.23,16.3,7.36,1.23,13.2,563.0,6.15,4.98,4.99,NEUTRAL
9.26,2.94,6.52,10.7,2.94,5.38,608.0,4.74,0.0,0.0,45.0,-81.0,2.71,5.39,-68.5,-81.0,4060.0,-1.05,0.0,0.0,POSITIVE
10.6,7.0,7.03,12.5,14.1,7.0,776.0,4.97,4.97,4.98,10.2,5.35,14.2,7.6,5.69,5.35,642.0,6.12,4.98,4.98,NEUTRAL
12.9,-1.84,1.29,2.43,-1.84,0.365,616.0,5.93,4.99,4.99,13.1,-1.4,-1.4,0.896,2.83,4.81,901.0,5.02,4.98,4.98,NEUTRAL
249.0,-659.0,-623.0,-592.0,-596.0,-659.0,70000.0,10.3,0.0,0.0,251.0,-658.0,-588.0,-658.0,-542.0,-653.0,69300.0,10.4,0.0,0.0,NEGATIVE
9.57,8.85,8.85,17.2,15.9,16.9,1030.0,4.52,4.98,4.99,9.23,11.9,16.6,17.2,17.3,11.9,729.0,6.94,4.97,4.99,NEUTRAL
111.0,-363.0,-80.0,-359.0,-45.3,-363.0,8900.0,9.36,0.0,0.0,103.0,-363.0,-45.4,-363.0,-90.5,-66.7,8510.0,9.27,0.0,0.0,POSITIVE
23.0,-69.4,-69.4,-28.8,-44.4,-33.6,1500.0,0.805,0.0,0.0,19.7,-43.0,-42.9,-35.1,-43.0,-34.6,233.0,6.06,0.0,0.0,POSITIVE
259.0,-1010.0,-954.0,-1010.0,-939.0,-1010.0,179000.0,11.1,0.0,0.0,263.0,-1010.0,-940.0,-1010.0,-1010.0,-985.0,186000.0,11.2,0.0,0.0,NEGATIVE
11.7,-16.7,4.92,2.07,-16.7,7.61,749.0,6.2,4.97,4.98,16.8,-15.9,-15.9,7.69,6.52,15.2,682.0,-3.68,0.0,0.0,NEUTRAL
10.6,5.3,5.3,17.6,8.46,6.79,467.0,5.64,4.99,4.98,9.85,6.57,8.26,6.57,8.97,17.4,506.0,6.19,4.99,4.98,NEUTRAL
0.198,-971.0,-971.0,-971.0,-971.0,-971.0,174000.0,10.9,0.0,0.0,0.205,-971.0,-971.0,-971.0,-971.0,-971.0,176000.0,10.9,0.0,0.0,NEGATIVE
11.7,0.181,11.6,0.181,18.4,5.94,1170.0,5.91,0.0,4.88,11.0,5.2,18.7,5.2,17.7,7.98,803.0,5.16,4.96,4.96,NEUTRAL
245.0,-659.0,-626.0,-636.0,-576.0,-659.0,69300.0,10.3,0.0,0.0,244.0,-684.0,-576.0,-667.0,-684.0,-660.0,77000.0,10.2,0.0,0.0,NEGATIVE
158.0,-826.0,-779.0,-826.0,-728.0,-807.0,117000.0,10.7,0.0,0.0,146.0,-804.0,-730.0,-804.0,-757.0,-676.0,115000.0,10.4,0.0,0.0,NEGATIVE
7.09,10.3,18.1,10.3,18.0,19.7,647.0,6.05,4.97,4.99,14.8,14.2,18.5,19.7,14.2,27.5,947.0,3.81,0.0,4.98,NEUTRAL
9.53,-2.12,6.84,0.414,3.28,-2.12,429.0,5.72,0.0,0.0,10.5,-8.32,3.3,-1.61,-3.83,-8.32,512.0,6.05,0.0,0.0,POSITIVE
11.0,-2.05,-1.13,3.88,2.9,-2.05,991.0,3.31,0.0,0.0,10.5,-2.55,2.86,-2.55,1.64,2.13,764.0,4.61,0.0,0.0,NEUTRAL
7.47,16.7,17.3,17.8,23.7,16.7,1270.0,5.66,4.97,4.99,6.82,17.1,24.4,17.1,20.1,17.8,686.0,1.92,4.98,4.98,NEUTRAL
223.0,-582.0,-545.0,-522.0,-523.0,-582.0,55900.0,10.0,0.0,0.0,231.0,-627.0,-594.0,-627.0,-591.0,-527.0,72800.0,9.76,0.0,0.0,POSITIVE
10.6,5.1,5.1,16.8,8.47,15.5,1150.0,5.65,4.98,4.99,11.3,5.9,8.26,15.3,5.9,8.63,508.0,5.66,4.98,4.99,NEUTRAL
11.1,10.1,10.1,11.4,17.5,10.9,713.0,5.03,4.99,4.99,11.8,1.97,17.4,13.4,1.97,14.4,529.0,5.84,4.97,4.99,NEUTRAL
8.59,9.37,14.6,18.1,9.37,17.9,453.0,5.27,0.0,0.0,155.0,2.43,9.81,17.8,2.43,18.4,4220.0,4.44,0.0,0.0,NEUTRAL
144.0,-439.0,-439.0,-434.0,-381.0,-357.0,35200.0,8.75,0.0,0.0,143.0,-541.0,-377.0,-356.0,-541.0,-342.0,37800.0,8.95,0.0,0.0,POSITIVE
140.0,-1000.0,-996.0,-1000.0,-990.0,-1000.0,191000.0,11.0,0.0,0.0,138.0,-1010.0,-997.0,-995.0,-985.0,-1010.0,185000.0,11.0,0.0,0.0,NEGATIVE
205.0,-804.0,-676.0,-788.0,-804.0,-774.0,106000.0,10.7,0.0,0.0,202.0,-805.0,-805.0,-771.0,-731.0,-649.0,110000.0,10.2,0.0,0.0,NEGATIVE
13.1,4.36,4.36,5.64,15.7,10.5,817.0,4.34,4.94,4.97,12.8,3.17,16.2,10.7,3.17,8.22,685.0,3.59,4.93,4.97,NEUTRAL
13.3,-6.89,-6.89,-3.94,0.438,-3.43,572.0,5.44,4.99,4.99,13.6,-11.1,4.2,-0.0144,9.84,-11.1,405.0,5.93,4.99,4.99,NEUTRAL
9.59,1.94,8.23,10.7,1.94,11.1,460.0,5.14,4.98,4.98,10.2,2.08,2.08,10.8,3.08,12.9,660.0,5.94,4.98,4.98,NEUTRAL
361.0,-631.0,-618.0,-566.0,-545.0,-631.0,64500.0,9.86,0.0,0.0,361.0,-716.0,-547.0,-608.0,-716.0,-640.0,77300.0,10.2,0.0,0.0,NEGATIVE
251.0,-1000.0,-926.0,-1000.0,-841.0,-932.0,159000.0,11.0,0.0,0.0,245.0,-947.0,-843.0,-936.0,-945.0,-947.0,152000.0,11.1,0.0,0.0,NEGATIVE
10.9,3.89,3.89,18.7,5.64,12.5,646.0,5.75,4.98,4.98,10.2,5.39,5.39,13.1,7.73,10.4,524.0,4.69,4.97,4.99,NEUTRAL
14.9,1.1,3.0,1.1,14.0,7.23,493.0,5.31,4.93,4.91,13.7,4.78,14.3,7.59,4.78,7.47,723.0,4.27,0.0,4.94,NEUTRAL
204.0,-1000.0,-995.0,-1000.0,-991.0,-1000.0,187000.0,11.0,0.0,0.0,207.0,-1010.0,-990.0,-994.0,-1000.0,-1010.0,185000.0,11.1,0.0,0.0,NEGATIVE
224.0,-914.0,-914.0,-905.0,-842.0,-801.0,155000.0,10.6,0.0,0.0,225.0,-937.0,-847.0,-798.0,-892.0,-937.0,141000.0,11.1,0.0,0.0,NEGATIVE
206.0,-588.0,-588.0,-548.0,-535.0,-504.0,61800.0,9.66,0.0,0.0,196.0,-690.0,-533.0,-503.0,-690.0,-511.0,68300.0,9.15,0.0,0.0,NEGATIVE
16.6,-19.7,3.55,-2.21,-19.7,-2.3,597.0,2.59,0.0,0.0,16.4,-15.3,-15.3,-2.52,-0.219,-5.53,385.0,4.81,0.0,0.0,NEUTRAL
226.0,-579.0,-579.0,-554.0,-538.0,-528.0,62400.0,9.62,0.0,4.93,223.0,-582.0,-545.0,-522.0,-523.0,-582.0,55900.0,10.0,0.0,0.0,POSITIVE
11.9,-10.3,-6.21,5.5,-6.19,-10.3,519.0,5.32,0.0,0.0,12.7,-10.4,-6.01,-10.4,9.56,3.98,587.0,5.98,0.0,0.0,POSITIVE
12.0,5.45,5.45,7.39,6.01,7.45,925.0,5.39,4.96,4.98,11.9,0.217,5.38,7.87,5.22,0.217,585.0,4.71,4.97,4.99,NEUTRAL
9.04,2.79,14.4,14.2,2.79,6.32,554.0,-0.576,4.96,4.99,8.99,3.25,3.25,6.29,17.4,7.87,659.0,3.01,4.96,4.98,NEUTRAL
199.0,-931.0,-931.0,-680.0,-700.0,-788.0,122000.0,10.6,0.0,0.0,192.0,-786.0,-700.0,-786.0,-659.0,-720.0,103000.0,10.6,0.0,0.0,POSITIVE
12.5,4.67,10.4,12.9,12.7,4.67,677.0,0.783,0.0,4.97,12.3,1.17,12.7,4.73,7.16,1.17,345.0,5.65,4.97,4.97,NEUTRAL
11.6,-12.0,0.352,0.835,1.7,-12.0,989.0,0.355,0.0,0.0,13.6,-18.8,1.74,-12.3,-18.8,-16.5,574.0,4.93,0.0,0.0,POSITIVE
78.7,-253.0,-253.0,-45.0,-1.68,1.69,5540.0,5.98,0.0,0.0,7.73,-1.43,-0.86,-1.05,1.61,-1.43,243.0,4.26,0.0,0.0,POSITIVE
10.5,5.08,8.54,5.08,11.5,5.94,430.0,5.61,4.97,4.98,10.3,6.03,11.5,6.03,9.21,9.21,647.0,6.45,4.97,4.98,NEUTRAL
11.7,-3.59,-3.59,-1.56,4.54,10.3,759.0,4.22,4.98,4.98,12.4,-6.25,6.27,9.79,-6.25,5.41,633.0,5.07,4.97,4.99,NEUTRAL
189.0,-976.0,-976.0,-850.0,-884.0,-885.0,166000.0,10.8,0.0,0.0,202.0,-945.0,-878.0,-894.0,-839.0,-945.0,152000.0,11.1,0.0,0.0,POSITIVE
16.4,-28.0,-5.42,-28.0,-18.8,-28.0,583.0,4.72,0.0,0.0,16.4,-27.8,-19.4,-27.8,-17.0,-20.0,600.0,6.26,0.0,0.0,POSITIVE
198.0,-815.0,-710.0,-745.0,-761.0,-815.0,102000.0,10.8,0.0,0.0,194.0,-818.0,-754.0,-809.0,-818.0,-698.0,118000.0,10.3,0.0,0.0,NEGATIVE
